Id,Time[ns],0:UART: RX/TX
11480,13172013200.00,1
11481,13172100000.00,6
11482,13172186600.00,[20]
11483,13172273200.00,s
11484,13172360000.00,e
11485,13172446600.00,c
11486,13172533400.00,,
11487,13172620000.00,[20]
11488,13172706600.00,n
11489,13172793400.00,o
11490,13172880000.00,w
11491,13172966800.00,a
11492,13173053400.00,y
11493,13173140000.00,o
11494,13173226800.00,u
11495,13173313400.00,t
11496,13173400000.00,=
11497,13173486800.00,0
11498,13173573400.00,)
11499,13173660200.00,[0D]
11500,13173746800.00,[0A]
11501,13178352600.00,[
11502,13178439200.00,[20]
11503,13178526000.00,[20]
11504,13178612600.00,[20]
11505,13178699200.00,[20]
11506,13178786000.00,1
11507,13178872600.00,.
11508,13178959400.00,0
11509,13179046000.00,7
11510,13179132600.00,0
11511,13179219400.00,5
11512,13179306000.00,4
11513,13179392600.00,2
11514,13179479400.00,]
11515,13179566000.00,[20]
11516,13179652800.00,s
11517,13179739400.00,u
11518,13179826000.00,n
11519,13179912800.00,4
11520,13179999400.00,i
11521,13180086000.00,-
11522,13180172800.00,s
11523,13180259400.00,s
11524,13180346200.00,[20]
11525,13180432800.00,1
11526,13180519400.00,c
11527,13180606200.00,1
11528,13180692800.00,5
11529,13180779600.00,0
11530,13180866200.00,0
11531,13180952800.00,0
11532,13181039600.00,.
11533,13181126200.00,c
11534,13181212800.00,r
11535,13181299600.00,y
11536,13181386200.00,p
11537,13181473000.00,t
11538,13181559600.00,o
11539,13181646200.00,-
11540,13181733000.00,e
11541,13181819600.00,n
11542,13181906400.00,g
11543,13181993000.00,i
11544,13182079600.00,n
11545,13182166400.00,e
11546,13182253000.00,:
11547,13182339600.00,[20]
11548,13182426400.00,D
11549,13182513000.00,i
11550,13182599800.00,e
11551,13182686400.00,[20]
11552,13182773000.00,I
11553,13182859800.00,D
11554,13182946400.00,[20]
11555,13183033000.00,5
11556,13183119800.00,[0D]
11557,13183206400.00,[0A]
11558,13185423200.00,[
11559,13185509800.00,[20]
11560,13185596600.00,[20]
11561,13185683200.00,[20]
11562,13185770000.00,[20]
11563,13185856600.00,1
11564,13185943200.00,.
11565,13186030000.00,0
11566,13186116600.00,7
11567,13186203200.00,7
11568,13186290000.00,6
11569,13186376600.00,1
11570,13186463400.00,3
11571,13186550000.00,]
11572,13186636600.00,[20]
11573,13186723400.00,u
11574,13186810000.00,s
11575,13186896800.00,b
11576,13186983400.00,c
11577,13187070000.00,o
11578,13187156800.00,r
11579,13187243400.00,e
11580,13187330000.00,:
11581,13187416800.00,[20]
11582,13187503400.00,r
11583,13187590200.00,e
11584,13187676800.00,g
11585,13187763400.00,i
11586,13187850200.00,s
11587,13187936800.00,t
11588,13188023600.00,e
11589,13188110200.00,r
11590,13188196800.00,e
11591,13188283600.00,d
11592,13188370200.00,[20]
11593,13188456800.00,n
11594,13188543600.00,e
11595,13188630200.00,w
11596,13188717000.00,[20]
11597,13188803600.00,i
11598,13188890200.00,n
11599,13188977000.00,t
11600,13189063600.00,e
11601,13189150200.00,r
11602,13189237000.00,f
11603,13189323600.00,a
11604,13189410400.00,c
11605,13189497000.00,e
11606,13189583600.00,[20]
11607,13189670400.00,d
11608,13189757000.00,r
11609,13189843800.00,i
11610,13189930400.00,v
11611,13190017000.00,e
11612,13190103800.00,r
11613,13190190400.00,[20]
11614,13190277000.00,u
11615,13190363800.00,s
11616,13190450400.00,b
11617,13190537200.00,h
11618,13190623800.00,i
11619,13190710400.00,d
11620,13190797200.00,[0D]
11621,13190883800.00,[0A]
11622,13191036600.00,[
11623,13191123200.00,[20]
11624,13191210000.00,[20]
11625,13191296600.00,[20]
11626,13191383400.00,[20]
11627,13191470000.00,1
11628,13191556600.00,.
11629,13191643400.00,0
11630,13191730000.00,8
11631,13191816600.00,3
11632,13191903400.00,2
11633,13191990000.00,3
11634,13192076800.00,3
11635,13192163400.00,]
11636,13192250000.00,[20]
11637,13192336800.00,u
11638,13192423400.00,s
11639,13192510000.00,b
11640,13192596800.00,h
11641,13192683400.00,i
11642,13192770200.00,d
11643,13192856800.00,:
11644,13192943400.00,[20]
11645,13193030200.00,U
11646,13193116800.00,S
11647,13193203600.00,B
11648,13193290200.00,[20]
11649,13193376800.00,H
11650,13193463600.00,I
11651,13193550200.00,D
11652,13193636800.00,[20]
11653,13193723600.00,c
11654,13193810200.00,o
11655,13193897000.00,r
11656,13193983600.00,e
11657,13194070200.00,[20]
11658,13194157000.00,d
11659,13194243600.00,r
11660,13194330400.00,i
11661,13194417000.00,v
11662,13194503600.00,e
11663,13194590400.00,r
11664,13194677000.00,[0D]
11665,13194763600.00,[0A]
11666,13198500000.00,[
11667,13198586600.00,[20]
11668,13198673400.00,[20]
11669,13198760000.00,[20]
11670,13198846600.00,[20]
11671,13198933400.00,1
11672,13199020000.00,.
11673,13199106800.00,0
11674,13199193400.00,9
11675,13199280000.00,0
11676,13199366800.00,6
11677,13199453400.00,8
11678,13199540200.00,8
11679,13199626800.00,]
11680,13199713400.00,[20]
11681,13199800200.00,N
11682,13199886800.00,E
11683,13199973400.00,T
11684,13200060200.00,:
11685,13200146800.00,[20]
11686,13200233600.00,R
11687,13200320200.00,e
11688,13200406800.00,g
11689,13200493600.00,i
11690,13200580200.00,s
11691,13200667000.00,t
11692,13200753600.00,e
11693,13200840200.00,r
11694,13200927000.00,e
11695,13201013600.00,d
11696,13201100200.00,[20]
11697,13201187000.00,p
11698,13201273600.00,r
11699,13201360400.00,o
11700,13201447000.00,t
11701,13201533600.00,o
11702,13201620400.00,c
11703,13201707000.00,o
11704,13201793600.00,l
11705,13201880400.00,[20]
11706,13201967000.00,f
11707,13202053800.00,a
11708,13202140400.00,m
11709,13202227000.00,i
11710,13202313800.00,l
11711,13202400400.00,y
11712,13202487200.00,[20]
11713,13202573800.00,1
11714,13202660400.00,7
11715,13202747200.00,[0D]
11716,13202833800.00,[0A]
11717,13203057000.00,[
11718,13203143600.00,[20]
11719,13203230400.00,[20]
11720,13203317000.00,[20]
11721,13203403800.00,[20]
11722,13203490400.00,1
11723,13203577000.00,.
11724,13203663800.00,0
11725,13203750400.00,9
11726,13203837000.00,5
11727,13203923800.00,2
11728,13204010400.00,5
11729,13204097200.00,0
11730,13204183800.00,]
11731,13204270400.00,[20]
11732,13204357200.00,c
11733,13204443800.00,a
11734,13204530600.00,n
11735,13204617200.00,:
11736,13204703800.00,[20]
11737,13204790600.00,c
11738,13204877200.00,o
11739,13204963800.00,n
11740,13205050600.00,t
11741,13205137200.00,r
11742,13205224000.00,o
11743,13205310600.00,l
11744,13205397200.00,l
11745,13205484000.00,e
11746,13205570600.00,r
11747,13205657400.00,[20]
11748,13205744000.00,a
11749,13205830600.00,r
11750,13205917400.00,e
11751,13206004000.00,a
11752,13206090600.00,[20]
11753,13206177400.00,n
11754,13206264000.00,e
11755,13206350800.00,t
11756,13206437400.00,w
11757,13206524000.00,o
11758,13206610800.00,r
11759,13206697400.00,k
11760,13206784000.00,[20]
11761,13206870800.00,c
11762,13206957400.00,o
11763,13207044200.00,r
11764,13207130800.00,e
11765,13207217400.00,[20]
11766,13207304200.00,(
11767,13207390800.00,r
11768,13207477600.00,e
11769,13207564200.00,v
11770,13207650800.00,[20]
11771,13207737600.00,2
11772,13207824200.00,0
11773,13207910800.00,1
11774,13207997600.00,7
11775,13208084200.00,0
11776,13208171000.00,4
11777,13208257600.00,2
11778,13208344200.00,5
11779,13208431000.00,[20]
11780,13208517600.00,a
11781,13208604400.00,b
11782,13208691000.00,i
11783,13208777600.00,[20]
11784,13208864400.00,9
11785,13208951000.00,)
11786,13209037600.00,[0D]
11787,13209124400.00,[0A]
11788,13209476400.00,[
11789,13209563200.00,[20]
11790,13209649800.00,[20]
11791,13209736600.00,[20]
11792,13209823200.00,[20]
11793,13209909800.00,1
11794,13209996600.00,.
11795,13210083200.00,1
11796,13210170000.00,0
11797,13210256600.00,1
11798,13210343200.00,6
11799,13210430000.00,6
11800,13210516600.00,9
11801,13210603200.00,]
11802,13210690000.00,[20]
11803,13210776600.00,N
11804,13210863400.00,E
11805,13210950000.00,T
11806,13211036600.00,:
11807,13211123400.00,[20]
11808,13211210000.00,R
11809,13211296600.00,e
11810,13211383400.00,g
11811,13211470000.00,i
11812,13211556800.00,s
11813,13211643400.00,t
11814,13211730000.00,e
11815,13211816800.00,r
11816,13211903400.00,e
11817,13211990200.00,d
11818,13212076800.00,[20]
11819,13212163400.00,p
11820,13212250200.00,r
11821,13212336800.00,o
11822,13212423400.00,t
11823,13212510200.00,o
11824,13212596800.00,c
11825,13212683600.00,o
11826,13212770200.00,l
11827,13212856800.00,[20]
11828,13212943600.00,f
11829,13213030200.00,a
11830,13213117000.00,m
11831,13213203600.00,i
11832,13213290200.00,l
11833,13213377000.00,y
11834,13213463600.00,[20]
11835,13213550200.00,2
11836,13213637000.00,9
11837,13213723600.00,[0D]
11838,13213810400.00,[0A]
11839,13213918200.00,[
11840,13214004800.00,[20]
11841,13214091400.00,[20]
11842,13214178200.00,[20]
11843,13214264800.00,[20]
11844,13214351600.00,1
11845,13214438200.00,.
11846,13214524800.00,1
11847,13214611600.00,0
11848,13214698200.00,6
11849,13214784800.00,1
11850,13214871600.00,1
11851,13214958200.00,4
11852,13215045000.00,]
11853,13215131600.00,[20]
11854,13215218200.00,c
11855,13215305000.00,a
11856,13215391600.00,n
11857,13215478200.00,:
11858,13215565000.00,[20]
11859,13215651600.00,r
11860,13215738400.00,a
11861,13215825000.00,w
11862,13215911600.00,[20]
11863,13215998400.00,p
11864,13216085000.00,r
11865,13216171800.00,o
11866,13216258400.00,t
11867,13216345000.00,o
11868,13216431800.00,c
11869,13216518400.00,o
11870,13216605000.00,l
11871,13216691800.00,[20]
11872,13216778400.00,(
11873,13216865200.00,r
11874,13216951800.00,e
11875,13217038400.00,v
11876,13217125200.00,[20]
11877,13217211800.00,2
11878,13217298600.00,0
11879,13217385200.00,1
11880,13217471800.00,7
11881,13217558600.00,0
11882,13217645200.00,4
11883,13217731800.00,2
11884,13217818600.00,5
11885,13217905200.00,)
11886,13217992000.00,[0D]
11887,13218078600.00,[0A]
11888,13218183200.00,[
11889,13218269800.00,[20]
11890,13218356600.00,[20]
11891,13218443200.00,[20]
11892,13218529800.00,[20]
11893,13218616600.00,1
11894,13218703200.00,.
11895,13218789800.00,1
11896,13218876600.00,1
11897,13218963200.00,0
11898,13219050000.00,3
11899,13219136600.00,7
11900,13219223200.00,8
11901,13219310000.00,]
11902,13219396600.00,[20]
11903,13219483200.00,c
11904,13219570000.00,a
11905,13219656600.00,n
11906,13219743400.00,:
11907,13219830000.00,[20]
11908,13219916600.00,b
11909,13220003400.00,r
11910,13220090000.00,o
11911,13220176800.00,a
11912,13220263400.00,d
11913,13220350000.00,c
11914,13220436800.00,a
11915,13220523400.00,s
11916,13220610000.00,t
11917,13220696800.00,[20]
11918,13220783400.00,m
11919,13220870200.00,a
11920,13220956800.00,n
11921,13221043400.00,a
11922,13221130200.00,g
11923,13221216800.00,e
11924,13221303600.00,r
11925,13221390200.00,[20]
11926,13221476800.00,p
11927,13221563600.00,r
11928,13221650200.00,o
11929,13221736800.00,t
11930,13221823600.00,o
11931,13221910200.00,c
11932,13221997000.00,o
11933,13222083600.00,l
11934,13222170200.00,[20]
11935,13222257000.00,(
11936,13222343600.00,r
11937,13222430400.00,e
11938,13222517000.00,v
11939,13222603600.00,[20]
11940,13222690400.00,2
11941,13222777000.00,0
11942,13222863600.00,1
11943,13222950400.00,7
11944,13223037000.00,0
11945,13223123800.00,4
11946,13223210400.00,2
11947,13223297000.00,5
11948,13223383800.00,[20]
11949,13223470400.00,t
11950,13223557000.00,)
11951,13223643800.00,[0D]
11952,13223730400.00,[0A]
11953,13223923400.00,[
11954,13224010000.00,[20]
11955,13224096600.00,[20]
11956,13224183400.00,[20]
11957,13224270000.00,[20]
11958,13224356600.00,1
11959,13224443400.00,.
11960,13224530000.00,1
11961,13224616800.00,1
11962,13224703400.00,6
11963,13224790000.00,1
11964,13224876800.00,1
11965,13224963400.00,6
11966,13225050000.00,]
11967,13225136800.00,[20]
11968,13225223400.00,c
11969,13225310200.00,a
11970,13225396800.00,n
11971,13225483400.00,:
11972,13225570200.00,[20]
11973,13225656800.00,n
11974,13225743600.00,e
11975,13225830200.00,t
11976,13225916800.00,l
11977,13226003600.00,i
11978,13226090200.00,n
11979,13226176800.00,k
11980,13226263600.00,[20]
11981,13226350200.00,g
11982,13226437000.00,a
11983,13226523600.00,t
11984,13226610200.00,e
11985,13226697000.00,w
11986,13226783600.00,a
11987,13226870400.00,y
11988,13226957000.00,[20]
11989,13227043600.00,(
11990,13227130400.00,r
11991,13227217000.00,e
11992,13227303600.00,v
11993,13227390400.00,[20]
11994,13227477000.00,2
11995,13227563800.00,0
11996,13227650400.00,1
11997,13227737000.00,9
11998,13227823800.00,0
11999,13227910400.00,8
12000,13227997200.00,1
12001,13228083800.00,0
12002,13228170400.00,)
12003,13228257200.00,[20]
12004,13228343800.00,m
12005,13228430400.00,a
12006,13228517200.00,x
12007,13228603800.00,_
12008,13228690600.00,h
12009,13228777200.00,o
12010,13228863800.00,p
12011,13228950600.00,s
12012,13229037200.00,=
12013,13229123800.00,1
12014,13229210600.00,[0D]
12015,13229297200.00,[0A]
12016,13229706800.00,[
12017,13229793400.00,[20]
12018,13229880200.00,[20]
12019,13229966800.00,[20]
12020,13230053600.00,[20]
12021,13230140200.00,1
12022,13230226800.00,.
12023,13230313600.00,1
12024,13230400200.00,2
12025,13230486800.00,1
12026,13230573600.00,8
12027,13230660200.00,9
12028,13230747000.00,7
12029,13230833600.00,]
12030,13230920200.00,[20]
12031,13231007000.00,K
12032,13231093600.00,e
12033,13231180200.00,y
12034,13231267000.00,[20]
12035,13231353600.00,t
12036,13231440400.00,y
12037,13231527000.00,p
12038,13231613600.00,e
12039,13231700400.00,[20]
12040,13231787000.00,d
12041,13231873800.00,n
12042,13231960400.00,s
12043,13232047000.00,_
12044,13232133800.00,r
12045,13232220400.00,e
12046,13232307000.00,s
12047,13232393800.00,o
12048,13232480400.00,l
12049,13232567200.00,v
12050,13232653800.00,e
12051,13232740400.00,r
12052,13232827200.00,[20]
12053,13232913800.00,r
12054,13233000600.00,e
12055,13233087200.00,g
12056,13233173800.00,i
12057,13233260600.00,s
12058,13233347200.00,t
12059,13233433800.00,e
12060,13233520600.00,r
12061,13233607200.00,e
12062,13233694000.00,d
12063,13233780600.00,[0D]
12064,13233867200.00,[0A]
12065,13234198200.00,[
12066,13234285000.00,[20]
12067,13234371600.00,[20]
12068,13234458200.00,[20]
12069,13234545000.00,[20]
12070,13234631600.00,1
12071,13234718400.00,.
12072,13234805000.00,1
12073,13234891600.00,2
12074,13234978400.00,6
12075,13235065000.00,3
12076,13235151800.00,9
12077,13235238400.00,0
12078,13235325000.00,]
12079,13235411800.00,[20]
12080,13235498400.00,R
12081,13235585000.00,e
12082,13235671800.00,g
12083,13235758400.00,i
12084,13235845200.00,s
12085,13235931800.00,t
12086,13236018400.00,e
12087,13236105200.00,r
12088,13236191800.00,i
12089,13236278600.00,n
12090,13236365200.00,g
12091,13236451800.00,[20]
12092,13236538600.00,S
12093,13236625200.00,W
12094,13236711800.00,P
12095,13236798600.00,/
12096,13236885200.00,S
12097,13236972000.00,W
12098,13237058600.00,P
12099,13237145200.00,B
12100,13237232000.00,[20]
12101,13237318600.00,e
12102,13237405400.00,m
12103,13237492000.00,u
12104,13237578600.00,l
12105,13237665400.00,a
12106,13237752000.00,t
12107,13237838600.00,i
12108,13237925400.00,o
12109,13238012000.00,n
12110,13238098800.00,[20]
12111,13238185400.00,h
12112,13238272000.00,a
12113,13238358800.00,n
12114,13238445400.00,d
12115,13238532000.00,l
12116,13238618800.00,e
12117,13238705400.00,r
12118,13238792200.00,[0D]
12119,13238878800.00,[0A]
12120,13239076000.00,[
12121,13239162600.00,[20]
12122,13239249400.00,[20]
12123,13239336000.00,[20]
12124,13239422600.00,[20]
12125,13239509400.00,1
12126,13239596000.00,.
12127,13239682800.00,1
12128,13239769400.00,3
12129,13239856000.00,1
12130,13239942800.00,2
12131,13240029400.00,6
12132,13240116200.00,5
12133,13240202800.00,]
12134,13240289400.00,[20]
12135,13240376200.00,L
12136,13240462800.00,o
12137,13240549400.00,a
12138,13240636200.00,d
12139,13240722800.00,i
12140,13240809600.00,n
12141,13240896200.00,g
12142,13240982800.00,[20]
12143,13241069600.00,c
12144,13241156200.00,o
12145,13241243000.00,m
12146,13241329600.00,p
12147,13241416200.00,i
12148,13241503000.00,l
12149,13241589600.00,e
12150,13241676200.00,d
12151,13241763000.00,-
12152,13241849600.00,i
12153,13241936400.00,n
12154,13242023000.00,[20]
12155,13242109600.00,X
12156,13242196400.00,.
12157,13242283000.00,5
12158,13242369800.00,0
12159,13242456400.00,9
12160,13242543000.00,[20]
12161,13242629800.00,c
12162,13242716400.00,e
12163,13242803000.00,r
12164,13242889800.00,t
12165,13242976400.00,i
12166,13243063200.00,f
12167,13243149800.00,i
12168,13243236400.00,c
12169,13243323200.00,a
12170,13243409800.00,t
12171,13243496400.00,e
12172,13243583200.00,s
12173,13243669800.00,[0D]
12174,13243756600.00,[0A]
12175,13257419400.00,[
12176,13257506200.00,[20]
12177,13257592800.00,[20]
12178,13257679400.00,[20]
12179,13257766200.00,[20]
12180,13257852800.00,1
12181,13257939600.00,.
12182,13258026200.00,1
12183,13258112800.00,4
12184,13258199600.00,9
12185,13258286200.00,5
12186,13258373000.00,9
12187,13258459600.00,2
12188,13258546200.00,]
12189,13258633000.00,[20]
12190,13258719600.00,s
12191,13258806200.00,u
12192,13258893000.00,n
12193,13258979600.00,8
12194,13259066400.00,i
12195,13259153000.00,-
12196,13259239600.00,a
12197,13259326400.00,2
12198,13259413000.00,3
12199,13259499600.00,-
12200,13259586400.00,r
12201,13259673000.00,-
12202,13259759800.00,p
12203,13259846400.00,i
12204,13259933000.00,n
12205,13260019800.00,c
12206,13260106400.00,t
12207,13260193200.00,r
12208,13260279800.00,l
12209,13260366400.00,[20]
12210,13260453200.00,1
12211,13260539800.00,f
12212,13260626400.00,0
12213,13260713200.00,2
12214,13260799800.00,c
12215,13260886600.00,0
12216,13260973200.00,0
12217,13261059800.00,.
12218,13261146600.00,p
12219,13261233200.00,i
12220,13261320000.00,n
12221,13261406600.00,c
12222,13261493200.00,t
12223,13261580000.00,r
12224,13261666600.00,l
12225,13261753200.00,:
12226,13261840000.00,[20]
12227,13261926600.00,i
12228,13262013400.00,n
12229,13262100000.00,i
12230,13262186600.00,t
12231,13262273400.00,i
12232,13262360000.00,a
12233,13262446600.00,l
12234,13262533400.00,i
12235,13262620000.00,z
12236,13262706800.00,e
12237,13262793400.00,d
12238,13262880000.00,[20]
12239,13262966800.00,s
12240,13263053400.00,u
12241,13263140200.00,n
12242,13263226800.00,X
12243,13263313400.00,i
12244,13263400200.00,[20]
12245,13263486800.00,P
12246,13263573400.00,I
12247,13263660200.00,O
12248,13263746800.00,[20]
12249,13263833600.00,d
12250,13263920200.00,r
12251,13264006800.00,i
12252,13264093600.00,v
12253,13264180200.00,e
12254,13264267000.00,r
12255,13264353600.00,[0D]
12256,13264440200.00,[0A]
12257,13264923000.00,[
12258,13265009600.00,[20]
12259,13265096200.00,[20]
12260,13265183000.00,[20]
12261,13265269600.00,[20]
