Id,Time[ns],0:UART: RX/TX
10350,13059818600.00,2
10351,13059905200.00,.
10352,13059992000.00,0
10353,13060078600.00,[20]
10354,13060165200.00,'
10355,13060252000.00,E
10356,13060338600.00,n
10357,13060425400.00,h
10358,13060512000.00,a
10359,13060598600.00,n
10360,13060685400.00,c
10361,13060772000.00,e
10362,13060858800.00,d
10363,13060945400.00,'
10364,13061032000.00,[20]
10365,13061118800.00,H
10366,13061205400.00,o
10367,13061292000.00,s
10368,13061378800.00,t
10369,13061465400.00,[20]
10370,13061552200.00,C
10371,13061638800.00,o
10372,13061725400.00,n
10373,13061812200.00,t
10374,13061898800.00,r
10375,13061985400.00,o
10376,13062072200.00,l
10377,13062158800.00,l
10378,13062245600.00,e
10379,13062332200.00,r
10380,13062418800.00,[20]
10381,13062505600.00,(
10382,13062592200.00,E
10383,13062679000.00,H
10384,13062765600.00,C
10385,13062852200.00,I
10386,13062939000.00,)
10387,13063025600.00,[20]
10388,13063112200.00,D
10389,13063199000.00,r
10390,13063285600.00,i
10391,13063372400.00,v
10392,13063459000.00,e
10393,13063545600.00,r
10394,13063632400.00,[0D]
10395,13063719000.00,[0A]
10396,13063901600.00,[
10397,13063988200.00,[20]
10398,13064075000.00,[20]
10399,13064161600.00,[20]
10400,13064248200.00,[20]
10401,13064335000.00,0
10402,13064421600.00,.
10403,13064508400.00,9
10404,13064595000.00,5
10405,13064681600.00,6
10406,13064768400.00,1
10407,13064855000.00,0
10408,13064941800.00,8
10409,13065028400.00,]
10410,13065115000.00,[20]
10411,13065201800.00,e
10412,13065288400.00,h
10413,13065375000.00,c
10414,13065461800.00,i
10415,13065548400.00,-
10416,13065635200.00,p
10417,13065721800.00,c
10418,13065808400.00,i
10419,13065895200.00,:
10420,13065981800.00,[20]
10421,13066068600.00,E
10422,13066155200.00,H
10423,13066241800.00,C
10424,13066328600.00,I
10425,13066415200.00,[20]
10426,13066501800.00,P
10427,13066588600.00,C
10428,13066675200.00,I
10429,13066762000.00,[20]
10430,13066848600.00,p
10431,13066935200.00,l
10432,13067022000.00,a
10433,13067108600.00,t
10434,13067195400.00,f
10435,13067282000.00,o
10436,13067368600.00,r
10437,13067455400.00,m
10438,13067542000.00,[20]
10439,13067628600.00,d
10440,13067715400.00,r
10441,13067802000.00,i
10442,13067888800.00,v
10443,13067975400.00,e
10444,13068062000.00,r
10445,13068148800.00,[0D]
10446,13068235400.00,[0A]
10447,13068422400.00,[
10448,13068509000.00,[20]
10449,13068595600.00,[20]
10450,13068682400.00,[20]
10451,13068769000.00,[20]
10452,13068855600.00,0
10453,13068942400.00,.
10454,13069029000.00,9
10455,13069115800.00,6
10456,13069202400.00,0
10457,13069289000.00,6
10458,13069375800.00,3
10459,13069462400.00,4
10460,13069549200.00,]
10461,13069635800.00,[20]
10462,13069722400.00,e
10463,13069809200.00,h
10464,13069895800.00,c
10465,13069982400.00,i
10466,13070069200.00,-
10467,13070155800.00,p
10468,13070242600.00,l
10469,13070329200.00,a
10470,13070415800.00,t
10471,13070502600.00,f
10472,13070589200.00,o
10473,13070676000.00,r
10474,13070762600.00,m
10475,13070849200.00,:
10476,13070936000.00,[20]
10477,13071022600.00,E
10478,13071109200.00,H
10479,13071196000.00,C
10480,13071282600.00,I
10481,13071369400.00,[20]
10482,13071456000.00,g
10483,13071542600.00,e
10484,13071629400.00,n
10485,13071716000.00,e
10486,13071802800.00,r
10487,13071889400.00,i
10488,13071976000.00,c
10489,13072062800.00,[20]
10490,13072149400.00,p
10491,13072236000.00,l
10492,13072322800.00,a
10493,13072409400.00,t
10494,13072496200.00,f
10495,13072582800.00,o
10496,13072669400.00,r
10497,13072756200.00,m
10498,13072842800.00,[20]
10499,13072929400.00,d
10500,13073016200.00,r
10501,13073102800.00,i
10502,13073189600.00,v
10503,13073276200.00,e
10504,13073362800.00,r
10505,13073449600.00,[0D]
10506,13073536200.00,[0A]
10507,13074045400.00,[
10508,13074132200.00,[20]
10509,13074218800.00,[20]
10510,13074305400.00,[20]
10511,13074392200.00,[20]
10512,13074478800.00,0
10513,13074565600.00,.
10514,13074652200.00,9
10515,13074738800.00,6
10516,13074825600.00,6
10517,13074912200.00,2
10518,13074999000.00,5
10519,13075085600.00,3
10520,13075172200.00,]
10521,13075259000.00,[20]
10522,13075345600.00,o
10523,13075432200.00,h
10524,13075519000.00,c
10525,13075605600.00,i
10526,13075692400.00,_
10527,13075779000.00,h
10528,13075865600.00,c
10529,13075952400.00,d
10530,13076039000.00,:
10531,13076125600.00,[20]
10532,13076212400.00,U
10533,13076299000.00,S
10534,13076385800.00,B
10535,13076472400.00,[20]
10536,13076559000.00,1
10537,13076645800.00,.
10538,13076732400.00,1
10539,13076819200.00,[20]
10540,13076905800.00,'
10541,13076992400.00,O
10542,13077079200.00,p
10543,13077165800.00,e
10544,13077252400.00,n
10545,13077339200.00,'
10546,13077425800.00,[20]
10547,13077512600.00,H
10548,13077599200.00,o
10549,13077685800.00,s
10550,13077772600.00,t
10551,13077859200.00,[20]
10552,13077946000.00,C
10553,13078032600.00,o
10554,13078119200.00,n
10555,13078206000.00,t
10556,13078292600.00,r
10557,13078379200.00,o
10558,13078466000.00,l
10559,13078552600.00,l
10560,13078639400.00,e
10561,13078726000.00,r
10562,13078812600.00,[20]
10563,13078899400.00,(
10564,13078986000.00,O
10565,13079072600.00,H
10566,13079159400.00,C
10567,13079246000.00,I
10568,13079332800.00,)
10569,13079419400.00,[20]
10570,13079506000.00,D
10571,13079592800.00,r
10572,13079679400.00,i
10573,13079766200.00,v
10574,13079852800.00,e
10575,13079939400.00,r
10576,13080026200.00,[0D]
10577,13080112800.00,[0A]
10578,13080288400.00,[
10579,13080375000.00,[20]
10580,13080461600.00,[20]
10581,13080548400.00,[20]
10582,13080635000.00,[20]
10583,13080721800.00,0
10584,13080808400.00,.
10585,13080895000.00,9
10586,13080981800.00,7
10587,13081068400.00,2
10588,13081155200.00,4
10589,13081241800.00,9
10590,13081328400.00,7
10591,13081415200.00,]
10592,13081501800.00,[20]
10593,13081588400.00,o
10594,13081675200.00,h
10595,13081761800.00,c
10596,13081848600.00,i
10597,13081935200.00,-
10598,13082021800.00,p
10599,13082108600.00,c
10600,13082195200.00,i
10601,13082281800.00,:
10602,13082368600.00,[20]
10603,13082455200.00,O
10604,13082542000.00,H
10605,13082628600.00,C
10606,13082715200.00,I
10607,13082802000.00,[20]
10608,13082888600.00,P
10609,13082975400.00,C
10610,13083062000.00,I
10611,13083148600.00,[20]
10612,13083235400.00,p
10613,13083322000.00,l
10614,13083408600.00,a
10615,13083495400.00,t
10616,13083582000.00,f
10617,13083668800.00,o
10618,13083755400.00,r
10619,13083842000.00,m
10620,13083928800.00,[20]
10621,13084015400.00,d
10622,13084102200.00,r
10623,13084188800.00,i
10624,13084275400.00,v
10625,13084362200.00,e
10626,13084448800.00,r
10627,13084535400.00,[0D]
10628,13084622200.00,[0A]
10629,13084772800.00,[
10630,13084859400.00,[20]
10631,13084946200.00,[20]
10632,13085032800.00,[20]
10633,13085119400.00,[20]
10634,13085206200.00,0
10635,13085292800.00,.
10636,13085379600.00,9
10637,13085466200.00,7
10638,13085552800.00,6
10639,13085639600.00,9
10640,13085726200.00,8
10641,13085812800.00,2
10642,13085899600.00,]
10643,13085986200.00,[20]
10644,13086073000.00,o
10645,13086159600.00,h
10646,13086246200.00,c
10647,13086333000.00,i
10648,13086419600.00,-
10649,13086506200.00,p
10650,13086593000.00,l
10651,13086679600.00,a
10652,13086766400.00,t
10653,13086853000.00,f
10654,13086939600.00,o
10655,13087026400.00,r
10656,13087113000.00,m
10657,13087199800.00,:
10658,13087286400.00,[20]
10659,13087373000.00,O
10660,13087459800.00,H
10661,13087546400.00,C
10662,13087633000.00,I
10663,13087719800.00,[20]
10664,13087806400.00,g
10665,13087893200.00,e
10666,13087979800.00,n
10667,13088066400.00,e
10668,13088153200.00,r
10669,13088239800.00,i
10670,13088326600.00,c
10671,13088413200.00,[20]
10672,13088499800.00,p
10673,13088586600.00,l
10674,13088673200.00,a
10675,13088759800.00,t
10676,13088846600.00,f
10677,13088933200.00,o
10678,13089020000.00,r
10679,13089106600.00,m
10680,13089193200.00,[20]
10681,13089280000.00,d
10682,13089366600.00,r
10683,13089453200.00,i
10684,13089540000.00,v
10685,13089626600.00,e
10686,13089713400.00,r
10687,13089800000.00,[0D]
10688,13089886600.00,[0A]
10689,13094008600.00,[
10690,13094095400.00,[20]
10691,13094182000.00,[20]
10692,13094268800.00,[20]
10693,13094355400.00,[20]
10694,13094442000.00,0
10695,13094528800.00,.
10696,13094615400.00,9
10697,13094702200.00,8
10698,13094788800.00,6
10699,13094875400.00,2
10700,13094962200.00,1
10701,13095048800.00,1
10702,13095135400.00,]
10703,13095222200.00,[20]
10704,13095308800.00,i
10705,13095395600.00,n
10706,13095482200.00,p
10707,13095568800.00,u
10708,13095655600.00,t
10709,13095742200.00,:
10710,13095829000.00,[20]
10711,13095915600.00,m
10712,13096002200.00,a
10713,13096089000.00,t
10714,13096175600.00,r
10715,13096262200.00,i
10716,13096349000.00,x
10717,13096435600.00,_
10718,13096522400.00,k
10719,13096609000.00,e
10720,13096695600.00,y
10721,13096782400.00,p
10722,13096869000.00,a
10723,13096955600.00,d
10724,13097042400.00,@
10725,13097129000.00,0
10726,13097215800.00,[20]
10727,13097302400.00,a
10728,13097389000.00,s
10729,13097475800.00,[20]
10730,13097562400.00,/
10731,13097649200.00,d
10732,13097735800.00,e
10733,13097822400.00,v
10734,13097909200.00,i
10735,13097995800.00,c
10736,13098082400.00,e
10737,13098169200.00,s
10738,13098255800.00,/
10739,13098342600.00,p
10740,13098429200.00,l
10741,13098515800.00,a
10742,13098602600.00,t
10743,13098689200.00,f
10744,13098776000.00,o
10745,13098862600.00,r
10746,13098949200.00,m
10747,13099036000.00,/
10748,13099122600.00,m
10749,13099209200.00,a
10750,13099296000.00,t
10751,13099382600.00,r
10752,13099469400.00,i
10753,13099556000.00,x
10754,13099642600.00,_
10755,13099729400.00,k
10756,13099816000.00,e
10757,13099902600.00,y
10758,13099989400.00,p
10759,13100076000.00,a
10760,13100162800.00,d
10761,13100249400.00,@
10762,13100336000.00,0
10763,13100422800.00,/
10764,13100509400.00,i
10765,13100596200.00,n
10766,13100682800.00,p
10767,13100769400.00,u
10768,13100856200.00,t
10769,13100942800.00,/
10770,13101029400.00,i
10771,13101116200.00,n
10772,13101202800.00,p
10773,13101289600.00,u
10774,13101376200.00,t
10775,13101462800.00,0
10776,13101549600.00,[0D]
10777,13101636200.00,[0A]
10778,13102850800.00,[
10779,13102937400.00,[20]
10780,13103024200.00,[20]
10781,13103110800.00,[20]
10782,13103197400.00,[20]
10783,13103284200.00,0
10784,13103370800.00,.
10785,13103457600.00,9
10786,13103544200.00,9
10787,13103630800.00,5
10788,13103717600.00,0
10789,13103804200.00,5
10790,13103891000.00,4
10791,13103977600.00,]
10792,13104064200.00,[20]
10793,13104151000.00,r
10794,13104237600.00,o
10795,13104324200.00,t
10796,13104411000.00,a
10797,13104497600.00,r
10798,13104584400.00,y
10799,13104671000.00,-
10800,13104757600.00,e
10801,13104844400.00,n
10802,13104931000.00,c
10803,13105017600.00,o
10804,13105104400.00,d
10805,13105191000.00,e
10806,13105277800.00,r
10807,13105364400.00,[20]
10808,13105451000.00,r
10809,13105537800.00,o
10810,13105624400.00,t
10811,13105711200.00,a
10812,13105797800.00,r
10813,13105884400.00,y
10814,13105971200.00,@
10815,13106057800.00,0
10816,13106144400.00,:
10817,13106231200.00,[20]
10818,13106317800.00,g
10819,13106404600.00,r
10820,13106491200.00,a
10821,13106577800.00,y
10822,13106664600.00,[0D]
10823,13106751200.00,[0A]
10824,13107524800.00,[
10825,13107611400.00,[20]
10826,13107698200.00,[20]
10827,13107784800.00,[20]
10828,13107871600.00,[20]
10829,13107958200.00,0
10830,13108044800.00,.
10831,13108131600.00,9
10832,13108218200.00,9
10833,13108305000.00,9
10834,13108391600.00,7
10835,13108478200.00,2
10836,13108565000.00,9
10837,13108651600.00,]
10838,13108738200.00,[20]
10839,13108825000.00,i
10840,13108911600.00,n
10841,13108998400.00,p
10842,13109085000.00,u
10843,13109171600.00,t
10844,13109258400.00,:
10845,13109345000.00,[20]
10846,13109431800.00,r
10847,13109518400.00,o
10848,13109605000.00,t
10849,13109691800.00,a
10850,13109778400.00,r
10851,13109865000.00,y
10852,13109951800.00,@
10853,13110038400.00,0
10854,13110125200.00,[20]
10855,13110211800.00,a
10856,13110298400.00,s
10857,13110385200.00,[20]
10858,13110471800.00,/
10859,13110558400.00,d
10860,13110645200.00,e
10861,13110731800.00,v
10862,13110818600.00,i
10863,13110905200.00,c
10864,13110991800.00,e
10865,13111078600.00,s
10866,13111165200.00,/
10867,13111252000.00,p
10868,13111338600.00,l
10869,13111425200.00,a
10870,13111512000.00,t
10871,13111598600.00,f
10872,13111685200.00,o
10873,13111772000.00,r
10874,13111858600.00,m
10875,13111945400.00,/
10876,13112032000.00,r
10877,13112118600.00,o
10878,13112205400.00,t
10879,13112292000.00,a
10880,13112378800.00,r
10881,13112465400.00,y
10882,13112552000.00,@
10883,13112638800.00,0
10884,13112725400.00,/
10885,13112812000.00,i
10886,13112898800.00,n
10887,13112985400.00,p
10888,13113072200.00,u
10889,13113158800.00,t
10890,13113245400.00,/
10891,13113332200.00,i
10892,13113418800.00,n
10893,13113505600.00,p
10894,13113592200.00,u
10895,13113678800.00,t
10896,13113765600.00,1
10897,13113852200.00,[0D]
10898,13113938800.00,[0A]
10899,13114379800.00,[
10900,13114466600.00,[20]
10901,13114553200.00,[20]
10902,13114639800.00,[20]
10903,13114726600.00,[20]
10904,13114813200.00,1
10905,13114900000.00,.
10906,13114986600.00,0
10907,13115073200.00,0
10908,13115160000.00,6
10909,13115246600.00,5
10910,13115333200.00,8
10911,13115420000.00,3
10912,13115506600.00,]
10913,13115593400.00,[20]
10914,13115680000.00,r
10915,13115766600.00,o
10916,13115853400.00,t
10917,13115940000.00,a
10918,13116026800.00,r
10919,13116113400.00,y
10920,13116200000.00,-
10921,13116286800.00,e
10922,13116373400.00,n
10923,13116460000.00,c
10924,13116546800.00,o
10925,13116633400.00,d
10926,13116720200.00,e
10927,13116806800.00,r
10928,13116893400.00,[20]
10929,13116980200.00,r
10930,13117066800.00,o
10931,13117153600.00,t
10932,13117240200.00,a
10933,13117326800.00,r
10934,13117413600.00,y
10935,13117500200.00,@
10936,13117586800.00,1
10937,13117673600.00,:
10938,13117760200.00,[20]
10939,13117847000.00,g
10940,13117933600.00,r
10941,13118020200.00,a
10942,13118107000.00,y
10943,13118193600.00,[0D]
10944,13118280200.00,[0A]
10945,13118954200.00,[
10946,13119040800.00,[20]
10947,13119127600.00,[20]
10948,13119214200.00,[20]
10949,13119301000.00,[20]
10950,13119387600.00,1
10951,13119474200.00,.
10952,13119561000.00,0
10953,13119647600.00,1
10954,13119734200.00,1
10955,13119821000.00,1
10956,13119907600.00,5
10957,13119994400.00,6
10958,13120081000.00,]
10959,13120167600.00,[20]
10960,13120254400.00,i
10961,13120341000.00,n
10962,13120427800.00,p
10963,13120514400.00,u
10964,13120601000.00,t
10965,13120687800.00,:
10966,13120774400.00,[20]
10967,13120861000.00,r
10968,13120947800.00,o
10969,13121034400.00,t
10970,13121121200.00,a
10971,13121207800.00,r
10972,13121294400.00,y
10973,13121381200.00,@
10974,13121467800.00,1
10975,13121554600.00,[20]
10976,13121641200.00,a
10977,13121727800.00,s
10978,13121814600.00,[20]
10979,13121901200.00,/
10980,13121987800.00,d
10981,13122074600.00,e
10982,13122161200.00,v
10983,13122248000.00,i
10984,13122334600.00,c
10985,13122421200.00,e
10986,13122508000.00,s
10987,13122594600.00,/
10988,13122681200.00,p
10989,13122768000.00,l
10990,13122854600.00,a
10991,13122941400.00,t
10992,13123028000.00,f
10993,13123114600.00,o
10994,13123201400.00,r
10995,13123288000.00,m
10996,13123374800.00,/
10997,13123461400.00,r
10998,13123548000.00,o
10999,13123634800.00,t
11000,13123721400.00,a
11001,13123808000.00,r
11002,13123894800.00,y
11003,13123981400.00,@
11004,13124068200.00,1
11005,13124154800.00,/
11006,13124241400.00,i
11007,13124328200.00,n
11008,13124414800.00,p
11009,13124501600.00,u
11010,13124588200.00,t
11011,13124674800.00,/
11012,13124761600.00,i
11013,13124848200.00,n
11014,13124934800.00,p
11015,13125021600.00,u
11016,13125108200.00,t
11017,13125195000.00,2
11018,13125281600.00,[0D]
11019,13125368200.00,[0A]
11020,13125773400.00,[
11021,13125860200.00,[20]
11022,13125946800.00,[20]
11023,13126033600.00,[20]
11024,13126120200.00,[20]
11025,13126206800.00,1
11026,13126293600.00,.
11027,13126380200.00,0
11028,13126466800.00,1
11029,13126553600.00,7
11030,13126640200.00,9
11031,13126727000.00,7
11032,13126813600.00,7
11033,13126900200.00,]
11034,13126987000.00,[20]
11035,13127073600.00,r
11036,13127160400.00,o
11037,13127247000.00,t
11038,13127333600.00,a
11039,13127420400.00,r
11040,13127507000.00,y
11041,13127593600.00,-
11042,13127680400.00,e
11043,13127767000.00,n
11044,13127853800.00,c
11045,13127940400.00,o
11046,13128027000.00,d
11047,13128113800.00,e
11048,13128200400.00,r
11049,13128287200.00,[20]
11050,13128373800.00,r
11051,13128460400.00,o
11052,13128547200.00,t
11053,13128633800.00,a
11054,13128720400.00,r
11055,13128807200.00,y
11056,13128893800.00,@
11057,13128980600.00,2
11058,13129067200.00,:
11059,13129153800.00,[20]
11060,13129240600.00,g
11061,13129327200.00,r
11062,13129413800.00,a
11063,13129500600.00,y
11064,13129587200.00,[0D]
11065,13129674000.00,[0A]
11066,13130297400.00,[
11067,13130384200.00,[20]
11068,13130470800.00,[20]
11069,13130557400.00,[20]
11070,13130644200.00,[20]
11071,13130730800.00,1
11072,13130817600.00,.
11073,13130904200.00,0
11074,13130990800.00,2
11075,13131077600.00,2
11076,13131164200.00,4
11077,13131251000.00,9
11078,13131337600.00,8
11079,13131424200.00,]
11080,13131511000.00,[20]
11081,13131597600.00,i
11082,13131684200.00,n
11083,13131771000.00,p
11084,13131857600.00,u
11085,13131944400.00,t
11086,13132031000.00,:
11087,13132117600.00,[20]
11088,13132204400.00,r
11089,13132291000.00,o
11090,13132377600.00,t
11091,13132464400.00,a
11092,13132551000.00,r
11093,13132637800.00,y
11094,13132724400.00,@
11095,13132811000.00,2
11096,13132897800.00,[20]
11097,13132984400.00,a
11098,13133071200.00,s
11099,13133157800.00,[20]
11100,13133244400.00,/
11101,13133331200.00,d
11102,13133417800.00,e
11103,13133504400.00,v
11104,13133591200.00,i
11105,13133677800.00,c
11106,13133764600.00,e
11107,13133851200.00,s
11108,13133937800.00,/
11109,13134024600.00,p
11110,13134111200.00,l
11111,13134198000.00,a
11112,13134284600.00,t
11113,13134371200.00,f
11114,13134458000.00,o
11115,13134544600.00,r
11116,13134631200.00,m
11117,13134718000.00,/
11118,13134804600.00,r
11119,13134891400.00,o
11120,13134978000.00,t
11121,13135064600.00,a
11122,13135151400.00,r
11123,13135238000.00,y
11124,13135324600.00,@
11125,13135411400.00,2
11126,13135498000.00,/
11127,13135584800.00,i
11128,13135671400.00,n
11129,13135758000.00,p
11130,13135844800.00,u
11131,13135931400.00,t
11132,13136018200.00,/
11133,13136104800.00,i
11134,13136191400.00,n
11135,13136278200.00,p
11136,13136364800.00,u
11137,13136451400.00,t
11138,13136538200.00,3
11139,13136624800.00,[0D]
11140,13136711600.00,[0A]
11141,13137106400.00,[
11142,13137193200.00,[20]
11143,13137279800.00,[20]
11144,13137366400.00,[20]
11145,13137453200.00,[20]
11146,13137539800.00,1
11147,13137626600.00,.
11148,13137713200.00,0
11149,13137799800.00,2
11150,13137886600.00,9
11151,13137973200.00,3
11152,13138059800.00,0
11153,13138146600.00,9
11154,13138233200.00,]
11155,13138320000.00,[20]
11156,13138406600.00,r
11157,13138493200.00,o
11158,13138580000.00,t
11159,13138666600.00,a
11160,13138753200.00,r
11161,13138840000.00,y
11162,13138926600.00,-
11163,13139013400.00,e
11164,13139100000.00,n
11165,13139186600.00,c
11166,13139273400.00,o
11167,13139360000.00,d
11168,13139446800.00,e
11169,13139533400.00,r
11170,13139620000.00,[20]
11171,13139706800.00,r
11172,13139793400.00,o
11173,13139880000.00,t
11174,13139966800.00,a
11175,13140053400.00,r
11176,13140140200.00,y
11177,13140226800.00,@
11178,13140313400.00,3
11179,13140400200.00,:
11180,13140486800.00,[20]
11181,13140573600.00,g
11182,13140660200.00,r
11183,13140746800.00,a
11184,13140833600.00,y
11185,13140920200.00,[0D]
11186,13141006800.00,[0A]
11187,13141663400.00,[
11188,13141750200.00,[20]
11189,13141836800.00,[20]
11190,13141923400.00,[20]
11191,13142010200.00,[20]
11192,13142096800.00,1
11193,13142183600.00,.
11194,13142270200.00,0
11195,13142356800.00,3
11196,13142443600.00,3
11197,13142530200.00,8
11198,13142617000.00,6
11199,13142703600.00,5
11200,13142790200.00,]
11201,13142877000.00,[20]
11202,13142963600.00,i
11203,13143050200.00,n
11204,13143137000.00,p
11205,13143223600.00,u
11206,13143310400.00,t
11207,13143397000.00,:
11208,13143483600.00,[20]
11209,13143570400.00,r
11210,13143657000.00,o
11211,13143743800.00,t
11212,13143830400.00,a
11213,13143917000.00,r
11214,13144003800.00,y
11215,13144090400.00,@
11216,13144177000.00,3
11217,13144263800.00,[20]
11218,13144350400.00,a
11219,13144437200.00,s
11220,13144523800.00,[20]
11221,13144610400.00,/
11222,13144697200.00,d
11223,13144783800.00,e
11224,13144870400.00,v
11225,13144957200.00,i
11226,13145043800.00,c
11227,13145130600.00,e
11228,13145217200.00,s
11229,13145303800.00,/
11230,13145390600.00,p
11231,13145477200.00,l
11232,13145564000.00,a
11233,13145650600.00,t
11234,13145737200.00,f
11235,13145824000.00,o
11236,13145910600.00,r
11237,13145997200.00,m
11238,13146084000.00,/
11239,13146170600.00,r
11240,13146257400.00,o
11241,13146344000.00,t
11242,13146430600.00,a
11243,13146517400.00,r
11244,13146604000.00,y
11245,13146690800.00,@
11246,13146777400.00,3
11247,13146864000.00,/
11248,13146950800.00,i
11249,13147037400.00,n
11250,13147124000.00,p
11251,13147210800.00,u
11252,13147297400.00,t
11253,13147384200.00,/
11254,13147470800.00,i
11255,13147557400.00,n
11256,13147644200.00,p
11257,13147730800.00,u
11258,13147817400.00,t
11259,13147904200.00,4
11260,13147990800.00,[0D]
11261,13148077600.00,[0A]
11262,13149607400.00,[
11263,13149694000.00,[20]
11264,13149780800.00,[20]
11265,13149867400.00,[20]
11266,13149954000.00,[20]
11267,13150040800.00,1
11268,13150127400.00,.
11269,13150214200.00,0
11270,13150300800.00,4
11271,13150387400.00,1
11272,13150474200.00,8
11273,13150560800.00,0
11274,13150647400.00,3
11275,13150734200.00,]
11276,13150820800.00,[20]
11277,13150907600.00,s
11278,13150994200.00,u
11279,13151080800.00,n
11280,13151167600.00,6
11281,13151254200.00,i
11282,13151341000.00,-
11283,13151427600.00,r
11284,13151514200.00,t
11285,13151601000.00,c
11286,13151687600.00,[20]
11287,13151774200.00,1
11288,13151861000.00,f
11289,13151947600.00,0
11290,13152034400.00,0
11291,13152121000.00,0
11292,13152207600.00,0
11293,13152294400.00,0
11294,13152381000.00,.
11295,13152467600.00,r
11296,13152554400.00,t
11297,13152641000.00,c
11298,13152727800.00,:
11299,13152814400.00,[20]
11300,13152901000.00,r
11301,13152987800.00,e
11302,13153074400.00,g
11303,13153161200.00,i
11304,13153247800.00,s
11305,13153334400.00,t
11306,13153421200.00,e
11307,13153507800.00,r
11308,13153594400.00,e
11309,13153681200.00,d
11310,13153767800.00,[20]
11311,13153854600.00,a
11312,13153941200.00,s
11313,13154027800.00,[20]
11314,13154114600.00,r
11315,13154201200.00,t
11316,13154288000.00,c
11317,13154374600.00,0
11318,13154461200.00,[0D]
11319,13154548000.00,[0A]
11320,13154655200.00,[
11321,13154741800.00,[20]
11322,13154828600.00,[20]
11323,13154915200.00,[20]
11324,13155002000.00,[20]
11325,13155088600.00,1
11326,13155175200.00,.
11327,13155262000.00,0
11328,13155348600.00,4
11329,13155435200.00,6
11330,13155522000.00,8
11331,13155608600.00,5
11332,13155695400.00,7
11333,13155782000.00,]
11334,13155868600.00,[20]
11335,13155955400.00,s
11336,13156042000.00,u
11337,13156128600.00,n
11338,13156215400.00,6
11339,13156302000.00,i
11340,13156388800.00,-
11341,13156475400.00,r
11342,13156562000.00,t
11343,13156648800.00,c
11344,13156735400.00,[20]
11345,13156822200.00,1
11346,13156908800.00,f
11347,13156995400.00,0
11348,13157082200.00,0
11349,13157168800.00,0
11350,13157255400.00,0
11351,13157342200.00,0
11352,13157428800.00,.
11353,13157515600.00,r
11354,13157602200.00,t
11355,13157688800.00,c
11356,13157775600.00,:
11357,13157862200.00,[20]
11358,13157949000.00,R
11359,13158035600.00,T
11360,13158122200.00,C
11361,13158209000.00,[20]
11362,13158295600.00,e
11363,13158382200.00,n
11364,13158469000.00,a
11365,13158555600.00,b
11366,13158642400.00,l
11367,13158729000.00,e
11368,13158815600.00,d
11369,13158902400.00,[0D]
11370,13158989000.00,[0A]
11371,13159483600.00,[
11372,13159570200.00,[20]
11373,13159657000.00,[20]
11374,13159743600.00,[20]
11375,13159830400.00,[20]
11376,13159917000.00,1
11377,13160003600.00,.
11378,13160090400.00,0
11379,13160177000.00,5
11380,13160263800.00,1
11381,13160350400.00,6
11382,13160437000.00,8
11383,13160523800.00,1
11384,13160610400.00,]
11385,13160697000.00,[20]
11386,13160783800.00,i
11387,13160870400.00,2
11388,13160957200.00,c
11389,13161043800.00,[20]
11390,13161130400.00,/
11391,13161217200.00,d
11392,13161303800.00,e
11393,13161390600.00,v
11394,13161477200.00,[20]
11395,13161563800.00,e
11396,13161650600.00,n
11397,13161737200.00,t
11398,13161823800.00,r
11399,13161910600.00,i
11400,13161997200.00,e
11401,13162084000.00,s
11402,13162170600.00,[20]
11403,13162257200.00,d
11404,13162344000.00,r
11405,13162430600.00,i
11406,13162517400.00,v
11407,13162604000.00,e
11408,13162690600.00,r
11409,13162777400.00,[0D]
11410,13162864000.00,[0A]
11411,13166032600.00,[
11412,13166119200.00,[20]
11413,13166206000.00,[20]
11414,13166292600.00,[20]
11415,13166379200.00,[20]
11416,13166466000.00,1
11417,13166552600.00,.
11418,13166639400.00,0
11419,13166726000.00,5
11420,13166812600.00,8
11421,13166899400.00,2
11422,13166986000.00,2
11423,13167072600.00,8
11424,13167159400.00,]
11425,13167246000.00,[20]
11426,13167332800.00,s
11427,13167419400.00,u
11428,13167506000.00,n
11429,13167592800.00,x
11430,13167679400.00,i
11431,13167766200.00,-
11432,13167852800.00,w
11433,13167939400.00,d
11434,13168026200.00,t
11435,13168112800.00,[20]
11436,13168199400.00,1
11437,13168286200.00,c
11438,13168372800.00,2
11439,13168459600.00,0
11440,13168546200.00,c
11441,13168632800.00,a
11442,13168719600.00,0
11443,13168806200.00,.
11444,13168893000.00,w
11445,13168979600.00,a
11446,13169066200.00,t
11447,13169153000.00,c
11448,13169239600.00,h
11449,13169326200.00,d
11450,13169413000.00,o
11451,13169499600.00,g
11452,13169586400.00,:
11453,13169673000.00,[20]
11454,13169759600.00,W
11455,13169846400.00,a
11456,13169933000.00,t
11457,13170019600.00,c
11458,13170106400.00,h
11459,13170193000.00,d
11460,13170279800.00,o
11461,13170366400.00,g
11462,13170453000.00,[20]
11463,13170539800.00,e
11464,13170626400.00,n
11465,13170713200.00,a
11466,13170799800.00,b
11467,13170886400.00,l
11468,13170973200.00,e
11469,13171059800.00,d
11470,13171146400.00,[20]
11471,13171233200.00,(
11472,13171319800.00,t
11473,13171406600.00,i
11474,13171493200.00,m
11475,13171579800.00,e
11476,13171666600.00,o
11477,13171753200.00,u
11478,13171840000.00,t
11479,13171926600.00,=
